sensor_type,prediction,timestamp_millis,mq2_value,temperature,humidity,label,note
Gas Sensor,0,861000.0,336.7920544647086,30.200966388610187,62.64613993332504,0.0,single_model:Gas Sensor
Gas Sensor,0,3773000.0,342.0161269259198,30.04564253157019,43.61062082684527,1.0,single_model:Gas Sensor
Gas Sensor,0,3093000.0,269.66621582735206,26.83213159020784,61.08043298573987,0.0,single_model:Gas Sensor
Gas Sensor,0,467000.0,339.6164735161551,30.17007060594324,54.36023715448669,0.0,single_model:Gas Sensor
Gas Sensor,1,4427000.0,430.5809066878821,26.297330783072447,49.57057176235567,1.0,single_model:Gas Sensor
Gas Sensor,0,3445000.0,312.39553213982015,29.402606179459536,82.03915607083808,0.0,single_model:Gas Sensor
Gas Sensor,0,3172000.0,291.9419903270403,33.59556684346418,65.63093629484945,0.0,single_model:Gas Sensor
Gas Sensor,0,2920000.0,367.4466458598943,27.10190289835592,51.97447642164573,0.0,single_model:Gas Sensor
Gas Sensor,0,131000.0,265.46941093315525,27.96373594473924,65.9922929341373,0.0,single_model:Gas Sensor
Gas Sensor,0,1686000.0,315.03125390528794,24.632260858606724,59.17556697555325,0.0,single_model:Gas Sensor
Gas Sensor,0,770000.0,341.6859042449215,25.26396717958676,75.24399316612498,0.0,single_model:Gas Sensor
Gas Sensor,0,2392000.0,222.8071427056796,28.28594590021173,75.63819560984872,0.0,single_model:Gas Sensor
Gas Sensor,0,2434000.0,263.0705302663995,25.02570193700893,60.660196103061054,0.0,single_model:Gas Sensor
Gas Sensor,0,1185000.0,263.5609982508156,28.802214096358348,59.808183017557496,0.0,single_model:Gas Sensor
Gas Sensor,0,4556000.0,253.07294082398988,34.732767936519366,48.72003707056896,0.0,single_model:Gas Sensor
Gas Sensor,0,3386000.0,239.90487339640373,23.073924018618968,60.85801622629207,0.0,single_model:Gas Sensor
Gas Sensor,0,4118000.0,253.21189642927345,29.46016774342894,65.52067395969507,0.0,single_model:Gas Sensor
Gas Sensor,0,4844000.0,312.0492945595074,21.63975788555076,61.15058551225759,0.0,single_model:Gas Sensor
Gas Sensor,0,2905000.0,281.12202096163776,30.238978315594284,47.373342097733605,0.0,single_model:Gas Sensor
Gas Sensor,1,475000.0,538.1833593766006,29.273074996961483,52.82507585502648,1.0,single_model:Gas Sensor
Gas Sensor,0,1083000.0,296.66675173286075,30.47311026750358,66.38505720127256,0.0,single_model:Gas Sensor
Gas Sensor,0,2559000.0,298.65349490907465,27.283812686698376,50.07232132221942,0.0,single_model:Gas Sensor
Gas Sensor,0,2048000.0,264.5002634807216,29.13130099387949,64.14341239512923,0.0,single_model:Gas Sensor
Gas Sensor,0,2748000.0,217.258583518596,27.828199723921223,57.13131713742128,0.0,single_model:Gas Sensor
Gas Sensor,0,976000.0,241.5511517504536,26.636421026956675,61.52178236536744,0.0,single_model:Gas Sensor
Gas Sensor,1,1807000.0,445.37322227468593,28.968417274426123,40.81784403959597,1.0,single_model:Gas Sensor
Gas Sensor,0,190000.0,210.37110900752864,30.908876325937964,73.56513949083205,0.0,single_model:Gas Sensor
Gas Sensor,0,2735000.0,346.53465535158267,24.214750626794995,57.403622850168496,0.0,single_model:Gas Sensor
Gas Sensor,0,3006000.0,238.5439941735033,29.174727836394585,50.167110823874,0.0,single_model:Gas Sensor
Gas Sensor,0,4659000.0,228.33246127511268,32.44242725979484,66.052784016314,0.0,single_model:Gas Sensor
Gas Sensor,0,1900000.0,277.36126378179364,26.09834706934737,65.85377211379533,0.0,single_model:Gas Sensor
Gas Sensor,0,1268000.0,309.8390683851164,32.55476349809365,45.875344694713625,1.0,single_model:Gas Sensor
Gas Sensor,1,1529000.0,449.0358936566562,36.41725752977398,56.76778085480981,1.0,single_model:Gas Sensor
Gas Sensor,0,3203000.0,316.3847908429081,26.003632088001137,51.858580014902834,0.0,single_model:Gas Sensor
Gas Sensor,1,3557000.0,545.4503507985057,31.64283346153109,37.03791307885535,1.0,single_model:Gas Sensor
Gas Sensor,0,3891000.0,318.6965957795953,27.87946310005655,63.91258869475978,0.0,single_model:Gas Sensor
Gas Sensor,0,647000.0,195.28660641804169,24.995442274609484,72.49131235723034,0.0,single_model:Gas Sensor
Gas Sensor,1,2889000.0,534.3118313485523,39.4742293089022,54.00434698170317,1.0,single_model:Gas Sensor
Gas Sensor,0,2436000.0,311.94791735773384,30.234847976541744,59.08818520198754,0.0,single_model:Gas Sensor
Gas Sensor,0,601000.0,359.7111367022771,27.2107804353775,65.29729472898741,0.0,single_model:Gas Sensor
Gas Sensor,0,2364000.0,368.6108325458823,27.081612337079537,56.316187032403775,0.0,single_model:Gas Sensor
Gas Sensor,0,2062000.0,320.9487667177032,26.2209965826951,51.515263793504886,0.0,single_model:Gas Sensor
Gas Sensor,0,242000.0,258.1768737573707,25.81583259724871,55.61510487405293,0.0,single_model:Gas Sensor
Gas Sensor,0,2042000.0,317.9554261420805,28.97128461833356,61.23579580267155,0.0,single_model:Gas Sensor
Gas Sensor,0,2825000.0,299.37401287531407,32.09906544419621,55.09818743180366,0.0,single_model:Gas Sensor
Gas Sensor,0,2613000.0,283.7142890268698,26.73985389619237,47.925634582922655,0.0,single_model:Gas Sensor
Gas Sensor,0,1364000.0,250.96385962908,27.11092473058007,61.02418224334589,0.0,single_model:Gas Sensor
Gas Sensor,0,1479000.0,272.2413677067097,26.168560205348527,49.92281973957223,0.0,single_model:Gas Sensor
Gas Sensor,0,2557000.0,206.48797951745684,35.06028937483199,59.22669511485945,0.0,single_model:Gas Sensor
Gas Sensor,0,776000.0,272.90413295058806,26.866551061789952,57.83246479757034,0.0,single_model:Gas Sensor
Gas Sensor,0,4015000.0,324.71183208793656,25.30406396515699,60.4688451562474,0.0,single_model:Gas Sensor
Gas Sensor,0,35000.0,382.0693158737949,33.45826169633063,47.898047053889904,0.0,single_model:Gas Sensor
Gas Sensor,0,3153000.0,171.85417836376786,27.766550148507896,52.57610579565918,0.0,single_model:Gas Sensor
Gas Sensor,0,1956000.0,315.8302104512151,20.15987898652672,53.38709472276658,0.0,single_model:Gas Sensor
Gas Sensor,0,1586000.0,318.5192167399046,29.843230277699693,66.24136328158404,0.0,single_model:Gas Sensor
Gas Sensor,1,3944000.0,373.3377685695248,33.08593719089296,47.16081568021172,1.0,single_model:Gas Sensor
Gas Sensor,0,3074000.0,379.94979205904485,23.368617360705283,61.43261002319945,0.0,single_model:Gas Sensor
Gas Sensor,0,1022000.0,272.49793534538327,27.75987183858252,51.21407000669457,0.0,single_model:Gas Sensor
Gas Sensor,0,3462000.0,337.9406321888169,18.4704226130962,64.74131715982735,0.0,single_model:Gas Sensor
Gas Sensor,0,2614000.0,265.5676336055454,29.230510728578626,74.87397131301398,0.0,single_model:Gas Sensor
Gas Sensor,0,3844000.0,263.63799348118266,30.6445488418666,58.87586745608053,0.0,single_model:Gas Sensor
Gas Sensor,1,1501000.0,329.72243311250867,34.74899090890913,50.27106284054068,1.0,single_model:Gas Sensor
Gas Sensor,0,4799000.0,254.88837534521068,28.414998778409625,46.424524125648325,0.0,single_model:Gas Sensor
Gas Sensor,0,162000.0,363.25490995330006,24.56409018225064,57.57927723551312,0.0,single_model:Gas Sensor
Gas Sensor,0,4298000.0,312.3463310269084,25.914111533398533,59.26734684243189,0.0,single_model:Gas Sensor
Gas Sensor,0,1982000.0,249.66741395079097,34.2059490358031,64.39727781022768,0.0,single_model:Gas Sensor
Gas Sensor,1,996000.0,506.085154096607,30.70214361322807,46.24174125882645,1.0,single_model:Gas Sensor
Gas Sensor,1,4912000.0,442.1988093718462,34.97446925430556,36.5217173439,1.0,single_model:Gas Sensor
Gas Sensor,0,3343000.0,254.42585067456585,39.25116166449504,50.96715224656691,0.0,single_model:Gas Sensor
Gas Sensor,0,4552000.0,323.7758897990289,27.75919897496296,65.11696786410447,0.0,single_model:Gas Sensor
Gas Sensor,0,3799000.0,284.746032598056,32.85376458122171,72.9874165559439,0.0,single_model:Gas Sensor
Gas Sensor,0,1276000.0,289.9361512549782,32.03105875830389,66.86233912329946,0.0,single_model:Gas Sensor
Gas Sensor,1,1017000.0,489.5513331166278,33.805335778333415,53.14654375742914,1.0,single_model:Gas Sensor
Gas Sensor,0,338000.0,324.61482996117064,25.975277942410084,72.58947759429141,0.0,single_model:Gas Sensor
Gas Sensor,0,879000.0,330.550424857746,24.85664767017589,52.2339906631392,0.0,single_model:Gas Sensor
Gas Sensor,0,1077000.0,255.2431843273406,25.87525967437305,54.30335048504637,0.0,single_model:Gas Sensor
Gas Sensor,0,4888000.0,341.9204115032493,24.56500574243152,50.07937569373685,0.0,single_model:Gas Sensor
Gas Sensor,0,3994000.0,343.50081575440595,21.3580177790615,48.86617132391173,0.0,single_model:Gas Sensor
Gas Sensor,0,4860000.0,279.84076132444807,35.14784510601901,62.927108575200094,0.0,single_model:Gas Sensor
Gas Sensor,0,380000.0,234.9681521863542,29.515013750267524,54.52768005397145,0.0,single_model:Gas Sensor
Gas Sensor,0,493000.0,310.3628263868143,27.65955024629179,52.41427667112508,0.0,single_model:Gas Sensor
Gas Sensor,0,2063000.0,293.09576865239563,25.866311817919243,57.58511481535073,0.0,single_model:Gas Sensor
Gas Sensor,0,3885000.0,328.75526320109253,35.2991684534369,66.37255569284326,0.0,single_model:Gas Sensor
Gas Sensor,0,65000.0,353.0713056247501,30.57382269097023,50.00177411801232,0.0,single_model:Gas Sensor
Gas Sensor,1,2569000.0,409.0798664450736,34.17772314689743,39.08408191298027,1.0,single_model:Gas Sensor
